Team 1;Team 2;Team 1 win?;blue side;date;Event;rooster 1;rooster 2;ID;relevance;comment;x
SF5;TPS;1;1;23/8/2014;SEA & TW Regional Qualifiers - Round 2;QTV,Jungleology,Optimus,MinaS,Tsu,;Zonda,Mountain,OhReal,GodJJ,Awei,;800;1;;x
TPS;SF5;0;1;23/8/2014;SEA & TW Regional Qualifiers - Round 2;Zonda,Mountain,OhReal,GodJJ,Awei,;QTV,Jungleology,Optimus,MinaS,Tsu,;801;1;;x
Team SoloMid;Team Dignitas;0;1;23/8/2014;NA Regional Qualifiers - Quarter Finals;;;802;1;;x
Team SoloMid;Team Dignitas;1;1;23/8/2014;NA Regional Qualifiers - Quarter Finals;;;803;1;;x
Team SoloMid;Team Dignitas;1;1;23/8/2014;NA Regional Qualifiers - Quarter Finals;;;804;1;;x
Team SoloMid;Team Dignitas;1;1;23/8/2014;NA Regional Qualifiers - Quarter Finals;;;805;1;;x
OMG;Edward Gaming;0;1;24/8/2014;LPL Summer 2014 - Finals;;;806;1;;x
Edward Gaming;OMG;1;1;24/8/2014;LPL Summer 2014 - Finals;;;807;1;;x
OMG;Edward Gaming;0;1;24/8/2014;LPL Summer 2014 - Finals;;;808;1;;x
ahq;SF5;1;1;24/8/2014;SEA & TW Regional Qualifiers - Round 3;;;809;1;;x
SF5;ahq;0;1;24/8/2014;SEA & TW Regional Qualifiers - Round 3;;;810;1;;x
ahq;SF5;1;1;24/8/2014;SEA & TW Regional Qualifiers - Round 3;;;811;1;;x
Team Curse;CLG;1;1;24/8/2014;NA Regional Qualifiers - Quarter Finals;;;812;1;;x
Team Curse;CLG;1;1;24/8/2014;NA Regional Qualifiers - Quarter Finals;;;813;1;;x
Team Curse;CLG;1;1;24/8/2014;NA Regional Qualifiers - Quarter Finals;;;814;1;;x
SG Blue;IM 1;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;815;1;;x
IM 1;SG Blue;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;816;1;;x
SKT T1 K;SG Blue;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;817;1;;x
SG Blue;SKT T1 K;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;818;1;;x
SG Blue;IM 2;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;819;1;;x
IM 2;SG Blue;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;820;1;;x
SKT T1 K;IM 2;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;821;1;;x
IM 2;SKT T1 K;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;822;1;;x
IM 1;IM 2;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;823;1;;x
IM 2;IM 1;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;824;1;;x
SKT T1 K;IM 1;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;825;1;;x
IM 1;SKT T1 K;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group A;;;826;1;;x
KT Bullets;NJBS;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;827;1;;x
NJBS;KT Bullets;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;828;1;;x
NJWS;NJBS;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;829;1;;x
NJBS;NJWS;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;830;1;;x
Falcons;KT Bullets;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;831;1;;x
KT Bullets;Falcons;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;832;1;;x
NJWS;Falcons;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;833;1;;x
Falcons;NJWS;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;834;1;;x
NJWS;KT Bullets;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;835;1;;x
KT Bullets;NJWS;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;836;1;;x
NJBS;Falcons;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;837;1;;x
Falcons;NJBS;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group B;;;838;1;;x
SKT T1 S;SG White;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;839;1;;x
SG White;SKT T1 S;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;840;1;;x
CJ Frost;SG White;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;841;1;;x
SG White;CJ Frost;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;842;1;;x
SG White;B. Miracle;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;843;1;;x
B. Miracle;SG White;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;844;1;;x
B. Miracle;CJ Frost;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;845;1;;x
CJ Frost;B. Miracle;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;846;1;;x
B. Miracle;SKT T1 S;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;847;1;;x
SKT T1 S;B. Miracle;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;848;1;;x
SKT T1 S;CJ Frost;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;849;1;;x
CJ Frost;SKT T1 S;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group C;;;850;1;;x
KT Arrows;Stealths;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;851;1;;x
Stealths;KT Arrows;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;852;1;;x
MKZ;Stealths;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;853;1;;x
Stealths;MKZ;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;854;1;;x
MKZ;KT Arrows;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;855;1;;x
KT Arrows;MKZ;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;856;1;;x
MKZ;CJ Blaze;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;857;1;;x
CJ Blaze;MKZ;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;858;1;;x
KT Arrows;CJ Blaze;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;859;1;;x
CJ Blaze;KT Arrows;0;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;860;1;;x
Stealths;CJ Blaze;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;861;1;;x
CJ Blaze;Stealths;1;1;12/7/2014;HOT6iX Champions Summer 2014 - Group D;;;862;1;;x
KT Arrows;NJWS;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;863;1;;x
NJWS;KT Arrows;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;864;1;;x
KT Arrows;NJWS;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;865;1;;x
NJWS;KT Arrows;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;866;1;;x
NJWS;KT Arrows;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;867;1;;x
SG White;SKT T1 K;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;868;1;;x
SKT T1 K;SG White;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;869;1;;x
SG White;SKT T1 K;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;870;1;;x
SKT T1 K;SG White;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;871;1;;x
SG Blue;Stealths;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;872;1;;x
Stealths;SG Blue;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;873;1;;x
SG Blue;Stealths;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;874;1;;x
SKT T1 S;NJBS;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;875;1;;x
NJBS;SKT T1 S;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;876;1;;x
SKT T1 S;NJBS;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;877;1;;x
NJBS;SKT T1 S;1;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;878;1;;x
NJBS;SKT T1 S;0;1;25/7/2014;HOT6iX Champions Summer 2014 - Quarterfinals;;;879;1;;x
SKT T1 S;KT Arrows;0;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;880;1;;x
KT Arrows;SKT T1 S;0;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;881;1;;x
SKT T1 S;KT Arrows;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;882;1;;x
KT Arrows;SKT T1 S;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;883;1;;x
SKT T1 S;KT Arrows;0;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;884;1;;x
SG Blue;SG White;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;885;1;;x
SG Blue;SG White;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;886;1;;x
SG White;SG Blue;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;887;1;;x
SG Blue;SG White;1;1;30/7/2014;HOT6iX Champions Summer 2014 - Semifinals;;;888;1;;x
SKT T1 S;SG White;0;1;6/8/2014;HOT6iX Champions Summer 2014 - third place;;;889;1;;x
SG White;SKT T1 S;1;1;6/8/2014;HOT6iX Champions Summer 2014 - third place;;;890;1;;x
SKT T1 S;SG White;0;1;6/8/2014;HOT6iX Champions Summer 2014 - third place;;;891;1;;x
KT Arrows;SG Blue;1;1;16/8/2014;HOT6iX Champions Summer 2014 - Finals;;;892;1;;x
SG Blue;KT Arrows;1;1;16/8/2014;HOT6iX Champions Summer 2014 - Finals;;;893;1;;x
KT Arrows;SG Blue;0;1;16/8/2014;HOT6iX Champions Summer 2014 - Finals;;;894;1;;x
SG Blue;KT Arrows;0;1;16/8/2014;HOT6iX Champions Summer 2014 - Finals;;;895;1;;x
KT Arrows;SG Blue;1;1;16/8/2014;HOT6iX Champions Summer 2014 - Finals;;;896;1;;x
SG White;SKT T1 K;1;1;27/8/2014;2014 Season Korea Regional Finals - 1;Looper,DanDy,PawN,imp,Mata,;Impact,bengi,Faker,Piglet,PoohManDu,;897;1;bo5;x
SKT T1 K;SG White;0;1;27/8/2014;2014 Season Korea Regional Finals - 1;Impact,bengi,Faker,Piglet,PoohManDu,;Looper,DanDy,PawN,imp,Mata,;898;1;bo5;x
SG White;SKT T1 K;1;1;27/8/2014;2014 Season Korea Regional Finals - 1;Looper,DanDy,PawN,imp,Mata,;Impact,bengi,Faker,Piglet,PoohManDu,;899;1;bo5;x
NJWS;KT Bullets;1;1;28/8/2014;2014 Season Korea Regional Finals - 2;Save,watch,Ggoong,Zefa,GorillA,;Limit,Prime,Nagne,Score,Destiny,;900;1;bo5;x
KT Bullets;NJWS;0;1;28/8/2014;2014 Season Korea Regional Finals - 2;Limit,Prime,Nagne,Score,Destiny,;Save,watch,Ggoong,Zefa,GorillA,;901;1;bo5;x
NJWS;KT Bullets;1;1;28/8/2014;2014 Season Korea Regional Finals - 2;Save,watch,Ggoong,Zefa,GorillA,;Limit,Prime,Nagne,Score,Destiny,;902;1;bo5;x
KT Arrows;NJWS;0;1;29/8/2014;2014 Season Korea Regional Finals - 3;Ssumday,KaKAO,RooKie,Arrow,Hachani,;Save,watch,Ggoong,Zefa,GorillA,;903;1;bo5;x
NJWS;KT Arrows;1;1;29/8/2014;2014 Season Korea Regional Finals - 3;Save,watch,Ggoong,Zefa,GorillA,;Ssumday,KaKAO,RooKie,Arrow,Hachani,;904;1;bo5;x
KT Arrows;NJWS;0;1;29/8/2014;2014 Season Korea Regional Finals - 3;Ssumday,KaKAO,RooKie,Arrow,Hachani,;Save,watch,Ggoong,Zefa,GorillA,;905;1;bo5;x
CLG;Team Dignitas;1;1;29/8/2014;NA Regional Qualifiers - 5th place match;Seraph,dexter,LiNk,Doublelift,Aphromoo,;ZionSpartan,Crumbzz,Shiptur,Imaqtpie,KiWiKiD,;906;1;bo5;x
Team Dignitas;CLG;1;1;29/8/2014;NA Regional Qualifiers - 5th place match;ZionSpartan,Crumbzz,Shiptur,Imaqtpie,KiWiKiD,;Seraph,dexter,LiNk,Doublelift,Aphromoo,;907;1;bo5;x
CLG;Team Dignitas;0;1;29/8/2014;NA Regional Qualifiers - 5th place match;Seraph,dexter,LiNk,Doublelift,Aphromoo,;ZionSpartan,Crumbzz,Shiptur,Imaqtpie,KiWiKiD,;908;1;bo5;x
Team Dignitas;CLG;1;1;29/8/2014;NA Regional Qualifiers - 5th place match;ZionSpartan,Crumbzz,Shiptur,Imaqtpie,KiWiKiD,;Seraph,dexter,LiNk,Doublelift,Aphromoo,;909;1;bo5;x
SKT T1 K;NJWS;0;1;30/8/2014;2014 Season Korea Regional Finals - 4;Impact,bengi,Faker,Piglet,PoohManDu,;Save,watch,Ggoong,Zefa,GorillA,;910;1;bo5;x
NJWS;SKT T1 K;1;1;30/8/2014;2014 Season Korea Regional Finals - 4;Save,watch,Ggoong,Zefa,GorillA,;Impact,bengi,Faker,Piglet,PoohManDu,;911;1;bo5;x
SKT T1 K;NJWS;1;1;30/8/2014;2014 Season Korea Regional Finals - 4;Impact,bengi,Faker,Piglet,PoohManDu,;Save,watch,Ggoong,Zefa,GorillA,;912;1;bo5;x
NJWS;SKT T1 K;1;1;30/8/2014;2014 Season Korea Regional Finals - 4;Save,watch,Ggoong,Zefa,GorillA,;Impact,bengi,Faker,Piglet,PoohManDu,;913;1;bo5;x
LMQ;Team SoloMid;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Ackerman,NoName,XiaoWeiXiao,Vasilii,Mor;Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy,;914;1;bo5;x
Team SoloMid;LMQ;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy,;Ackerman,NoName,XiaoWeiXiao,Vasilii,Mor;915;1;bo5;x
LMQ;Team SoloMid;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Ackerman,NoName,XiaoWeiXiao,Vasilii,Mor;Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy,;916;1;bo5;x
Team SoloMid;LMQ;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy,;Ackerman,NoName,XiaoWeiXiao,Vasilii,Mor;917;1;bo5;x
LMQ;Team SoloMid;0;1;30/8/2014;NA Regional Qualifiers - semi finals;Ackerman,NoName,XiaoWeiXiao,Vasilii,Mor;Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy,;918;1;bo5;x
C9;Team Curse;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Balls,Meteos,Hai,Sneaky,LemonNation,;Quas,IWDominate,Voyboy,Cop,Xpecial,;919;1;bo5;x
Team Curse;C9;0;1;30/8/2014;NA Regional Qualifiers - semi finals;Quas,IWDominate,Voyboy,Cop,Xpecial,;Balls,Meteos,Hai,Sneaky,LemonNation,;920;1;bo5;x
C9;Team Curse;1;1;30/8/2014;NA Regional Qualifiers - semi finals;Balls,Meteos,Hai,Sneaky,LemonNation,;Quas,IWDominate,Voyboy,Cop,Xpecial,;921;1;bo5;x
LMQ;Team Curse;0;1;31/8/2014;NA Regional Qualifiers - 3th place match;;;922;1;bo5;x
Team Curse;LMQ;1;1;31/8/2014;NA Regional Qualifiers - 3th place match;;;923;1;bo5;x
LMQ;Team Curse;1;1;31/8/2014;NA Regional Qualifiers - 3th place match;;;924;1;bo5;x
Team Curse;LMQ;0;1;31/8/2014;NA Regional Qualifiers - 3th place match;;;925;1;bo5;x
LMQ;Team Curse;1;1;31/8/2014;NA Regional Qualifiers - 3th place match;;;926;1;bo5;x
C9;Team SoloMid;1;1;1/9/2014;NA Regional Qualifiers - Final;;;927;1;bo5;x
Team SoloMid;C9;1;1;1/9/2014;NA Regional Qualifiers - Final;;;928;1;bo5;x
C9;Team SoloMid;1;1;1/9/2014;NA Regional Qualifiers - Final;;;929;1;bo5;x
Team SoloMid;C9;1;1;1/9/2014;NA Regional Qualifiers - Final;;;930;1;bo5;x
C9;Team SoloMid;0;1;1/9/2014;NA Regional Qualifiers - Final;;;931;1;bo5;x
iG;OMG;0;1;6/9/2014;S4WC China Qualifier - Day 1;;;932;1;bo3;x
OMG;iG;1;1;6/9/2014;S4WC China Qualifier - Day 1;;;933;1;bo3;x
LGD;Star Horn Royal Club;0;1;6/9/2014;S4WC China Qualifier - Day 1;;;934;1;bo3;x
Star Horn Royal Club;LGD;1;1;6/9/2014;S4WC China Qualifier - Day 1;;;935;1;bo3;x
LGD;iG;0;1;6/9/2014;S4WC China Qualifier - Day 1;;;936;1;bo3;x
iG;LGD;0;1;6/9/2014;S4WC China Qualifier - Day 1;;;937;1;bo3;x
LGD;iG;1;1;6/9/2014;S4WC China Qualifier - Day 1;;;938;1;bo3;x
Copenhagen Wolves;Reason;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;939;1;bo3;x
Reason;Copenhagen Wolves;0;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;940;1;bo3;x
The Time Police;Pulse Esports;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;941;1;bo3;x
Pulse Esports;The Time Police;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;942;1;bo3;x
The Time Police;Pulse Esports;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;943;1;bo3;x
H2k;prOp;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;944;1;bo3;x
prOp;H2k;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;945;1;bo3;x
H2k;prOp;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;946;1;bo3;x
Millenium;neXt;1;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;947;1;bo3;x
neXt;Millenium;0;1;14/9/2013;DreamHack Bucharest 2013 - Quarterfinals;;;948;1;bo3;x
The Time Police;Copenhagen Wolves;0;1;14/9/2013;DreamHack Bucharest 2013 - Semifinals;;;949;1;bo3;x
Copenhagen Wolves;The Time Police;1;1;14/9/2013;DreamHack Bucharest 2013 - Semifinals;;;950;1;bo3;x
Millenium;H2k;0;1;14/9/2013;DreamHack Bucharest 2013 - Semifinals;;;951;1;bo3;x
H2k;Millenium;0;1;14/9/2013;DreamHack Bucharest 2013 - Semifinals;;;952;1;bo3;x
Millenium;H2k;0;1;14/9/2013;DreamHack Bucharest 2013 - Semifinals;;;953;1;bo3;x
H2k;Copenhagen Wolves;1;1;14/9/2013;DreamHack Bucharest 2013 - Finals;;;954;1;bo3;x
Copenhagen Wolves;H2k;0;1;14/9/2013;DreamHack Bucharest 2013 - Finals;;;955;1;bo3;x
No Mercy;Shantao MW;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Play-in;;;956;1;;x
UoL;Kappa Team;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Play-in;;;957;1;;x
G2;HB;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Play-in;;;958;1;;x
Lublin Shore;GG Call Nash;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Play-in;;;959;1;;x
Tricked;SK Prime;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Play-in;;;960;1;;x
NiP;UoL;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;961;1;bo3;x
UoL;NiP;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;962;1;bo3;x
Shantao MW;G2;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;963;1;bo3;x
G2;Shantao MW;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;964;1;bo3;x
Denial.EU;Reason;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;965;1;bo3;x
Reason;Denial.EU;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;966;1;bo3;x
H2k;SK Prime;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;967;1;bo3;x
SK Prime;H2k;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Quarterfinals;;;968;1;bo3;x
NiP;G2;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;969;1;bo3;x
G2;NiP;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;970;1;bo3;x
NiP;G2;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;971;1;bo3;x
H2k;Reason;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;972;1;bo3;x
Reason;H2k;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;973;1;bo3;x
H2k;Reason;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Semifinals;;;974;1;bo3;x
G2;Reason;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - 3rd/4th Place;;;975;1;bo3;x
Reason;G2;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - 3rd/4th Place;;;976;1;bo3;x
G2;Reason;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - 3rd/4th Place;;;977;1;bo3;x
NiP;H2k;0;1;21/6/2014;EU Challenger Series #1 - Summer Season - Finals;;;978;1;bo3;x
H2k;NiP;1;1;21/6/2014;EU Challenger Series #1 - Summer Season - Finals;;;979;1;bo3;x
4everzenzyg;Tricked;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Play-in;;;980;1;;x
Invaders;SK Prime;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Play-in;;;981;1;;x
Ducks;Thunderbot Sparta;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Play-in;;;982;1;;x
H2k;GG Call Nash;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;983;1;bo3;x
GG Call Nash;H2k;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;984;1;bo3;x
NiP;UoL;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;985;1;bo3;x
UoL;NiP;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;986;1;bo3;x
4everzenzyg;SK Prime;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;987;1;bo3;x
SK Prime;4everzenzyg;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;988;1;bo3;x
G2;Ducks;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;989;1;bo3;x
Ducks;G2;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Quarterfinals;;;990;1;bo3;x
H2k;SK Prime;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Semifinals;;;991;1;bo3;x
SK Prime;H2k;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Semifinals;;;992;1;bo3;x
H2k;SK Prime;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Semifinals;;;993;1;bo3;x
NiP;G2;1;1;30/7/2014;EU Challenger Series #2 - Summer Season - Semifinals;;;994;1;bo3;x
G2;NiP;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Semifinals;;;995;1;bo3;x
NiP;SK Prime;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Finals;;;996;1;bo3;x
SK Prime;NiP;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Finals;;;997;1;bo3;x
NiP;SK Prime;0;1;30/7/2014;EU Challenger Series #2 - Summer Season - Finals;;;998;1;bo3;x
SK Prime;Reason;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Quarterfinals;;;999;1;bo3;x
Reason;SK Prime;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Quarterfinals;;;1000;1;bo3;x
G2;UoL;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Quarterfinals;;;1001;1;bo3;x
UoL;G2;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Quarterfinals;;;1002;1;bo3;x
G2;UoL;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Quarterfinals;;;1003;1;bo3;x
NiP;SK Prime;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1004;1;bo3;x
SK Prime;NiP;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1005;1;bo3;x
NiP;SK Prime;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1006;1;bo3;x
H2k;UoL;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1007;1;bo3;x
UoL;H2k;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1008;1;bo3;x
H2k;UoL;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Semifinals;;;1009;1;bo3;x
NiP;UoL;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - 3rd place;;;1010;1;bo5;x
UoL;NiP;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - 3rd place;;;1011;1;bo5;x
NiP;UoL;0;1;8/8/2014;EU Challenger Series - Summer Playoffs - 3rd place;;;1012;1;bo5;x
H2k;SK Prime;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Finals;;;1013;1;bo5;x
SK Prime;H2k;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Finals;;;1014;1;bo5;x
H2k;SK Prime;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Finals;;;1015;1;bo5;x
SK Prime;H2k;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Finals;;;1016;1;bo5;x
H2k;SK Prime;1;1;8/8/2014;EU Challenger Series - Summer Playoffs - Finals;;;1017;1;bo5;x
C9T;Skyline;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1018;1;bo3;x
Skyline;C9T;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1019;1;bo3;x
y so;LMQ;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1020;1;bo3;x
LMQ;y so;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1021;1;bo3;x
DTG;Crs Acad;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1022;1;bo3;x
Crs Acad;DTG;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1023;1;bo3;x
COG;vVv White;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1024;1;bo3;x
vVv White;COG;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1025;1;bo3;x
COG;vVv White;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Quarterfinals;;;1026;1;bo3;x
LMQ;coL.Red;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Semifinals;;;1027;1;bo3;x
coL.Red;LMQ;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Semifinals;;;1028;1;bo3;x
